parcel,permit_count,distinct_types,top_type,total_valuation,first_permit,last_permit,address,lat,lon
K47 21211 0001,1,1,Residential Mechanical Permit,0,2026-04-01,2026-04-01,"1333 W FIRST ST, DAYTON OH",,
K47 21211 0005,1,1,Residential Mechanical Permit,0,2026-04-13,2026-04-13,"810 N PAUL LAURENCE DUNBAR ST, DAYTON OH 45402-5929 United States",39.764777845348064,-84.21948431799711
K47 22907 0017,1,1,Residential Electrical Permit,0,2026-03-03,2026-03-03,"205 NICOLE CT, DAYTON OH 45420-1897 United States",39.737530923634466,-84.16425628328531
K47 22912 0042,1,1,Residential Electrical Permit,0,2026-02-17,2026-02-17,"1044 W GRAND AVE, DAYTON OH 45402-6122 United States",39.76676144480499,-84.21416770200446
K47 22913 0026,2,2,Residential Electrical Permit,0,2026-06-10,2026-06-10,"223 SHOOP AVE, DAYTON OH 45417-2347 United States",39.75703918440424,-84.23904861204795
K47 22920 0008,1,1,Residential Mechanical Permit,0,2026-03-26,2026-03-26,"2138 MALVERN AVE, DAYTON OH 45406-2923 United States",39.78583933253442,-84.22891252733672
K47 23004 0004,1,1,Residential Mechanical Permit,0,2026-01-06,2026-01-06,"3222 MESMER AVE, DAYTON OH 45410-3453 United States",39.74326731456333,-84.13600809854265
K47 23008 0005,1,1,Residential Mechanical Permit,0,2026-05-11,2026-05-11,"113 MCDANIEL ST, DAYTON OH 45405-4819 United States",39.76755003758936,-84.1960443596451
K47 23021 0013,1,1,Residential Mechanical Permit,0,2026-04-01,2026-04-01,"203 N Broadway ST, DAYTON OH 45402",,
K47 23103 0015,1,1,Residential Electrical Permit,0,2026-06-05,2026-06-05,"2122 E FOURTH ST, DAYTON OH 45403-2002 United States",39.76233433910475,-84.16092983521487
K47 23108 0028,1,1,Residential Mechanical Permit,0,2026-04-27,2026-04-27,"834 MANHATTAN AVE, DAYTON OH 45406-5138 United States",39.773613692354886,-84.21125467669395
K47 23110 0029,1,1,Residential Gas Permit,0,2026-02-26,2026-02-26,"115 YALE AVE, DAYTON OH 45406-5022 United States",39.771266555200846,-84.21609328095118
K47 23205 0002,1,1,Residential Gas Permit,0,2026-02-24,2026-02-24,"1831 KIPLING DR, DAYTON OH 45406 United States",39.78201652208479,-84.24283953884833
K47 23213 0004,1,1,Residential Mechanical Permit,0,2026-02-26,2026-02-26,"116 SHANNON ST, DAYTON OH 45402-8332 United States",39.75424935463478,-84.20998602920945
K47 23214 0026,1,1,Residential Mechanical Permit,0,2026-04-23,2026-04-23,"603 BOWIE DR, DAYTON OH 45417-3101 United States",39.7410787342222,-84.24910020221333
K47 23215 0002,1,1,Residential Mechanical Permit,0,2026-05-12,2026-05-12,"28 LA BELLE ST, DAYTON OH 45403-2324 United States",39.75786526734096,-84.17299377837772
K47 25606 0008,1,1,Commercial Building Permit,0,2026-05-29,2026-05-29,"741 Forest AVE, DAYTON OH 45405",,
K47 25607 0002,1,1,Commercial Building Permit,0,2026-05-29,2026-05-29,"323 HOMEWOOD AVE, DAYTON OH 45402",,
K47 25614 0015,1,1,Residential Mechanical Permit,0,2026-03-02,2026-03-02,"111 E FORAKER AVE, DAYTON OH 45409-2920 United States",39.747277973600134,-84.18672238273152
K47 25802 0019,1,1,Residential Mechanical Permit,0,2026-02-10,2026-02-10,"4826 BECKER DR, DAYTON OH 45417-9118 United States",39.75685688857101,-84.26788190482382
K47 26521 0002,1,1,Commercial Building Permit,0,2026-03-18,2026-03-18,"2262 Elsmere AVE, DAYTON OH 45406",,
K47 50517 0022,1,1,Residential Electrical Permit,0,2026-01-12,2026-01-12,"437 ETHEL AVE, DAYTON OH 45417-3230 United States",39.74549360214706,-84.23530669423795
K47 50716 0047,1,1,Residential Mechanical Permit,0,2026-03-10,2026-03-10,"2515 MADDEN HILLS DR, DAYTON OH 45417-4447 United States",39.73680631503916,-84.23619296568681
K48200921 0008,1,1,Residential Electrical Permit,0,2026-04-07,2026-04-07,"918 ANGIER DR, DAYTON OH",,
K50 02508 0043,1,1,Residential Electrical Permit,0,2026-02-12,2026-02-12,"39 N QUENTIN AVE, DAYTON OH 45403-1728 United States",39.76775670744295,-84.14131891170555
K50 02508 0173,1,1,Residential Electrical Permit,0,2026-06-18,2026-06-18,"410 BURLEIGH AVE, DAYTON OH 45417-1634 United States",39.756669671405334,-84.24579168166595
K50 18422 0039,1,1,Residential Electrical Permit,0,2026-05-11,2026-05-11,"52 S TERRY ST, DAYTON OH 45403",,
K50 18450 0008,1,1,Residential Mechanical Permit,0,2026-01-21,2026-01-21,"519 GRAMONT AVE, DAYTON OH 45402-5522 United States",39.76221904933184,-84.23767290887616
L52 00101 0004,1,1,Residential Electrical Permit,0,2026-06-01,2026-06-01,"318 ERNST AVE, DAYTON OH 45405-3408 United States",39.78773591538597,-84.20651563663337
L52 00109 0014,1,1,Commercial Gas Permit,0,2026-04-27,2026-04-27,"1309 SALEM AVE, APT/UNIT 2, DAYTON OH 45406-4937 United States",39.77683436040845,-84.2180132488343
L52 00117 0013,1,1,Residential Mechanical Permit,0,2026-03-27,2026-03-27,"1608 W FIRST ST, DAYTON OH 45402",39.7565468458594,-84.22154145154053
L52 00210 0068,1,1,Commercial Electrical Permit,0,2026-04-13,2026-04-13,"1901 S GETTYSBURG AVE, DAYTON OH 45417-4160 United States",39.72703990647095,-84.25422415913177
L52 00217 0018,1,1,Residential Mechanical Permit,0,2026-02-20,2026-02-20,"2317 CATALPA DR, DAYTON OH 45406-2104 United States",39.79004791849441,-84.22598805258897
L53 02904 0020,2,2,Residential Building Permit,30061,2026-04-08,2026-05-04,"947 W THIRD ST, DAYTON OH 45402 United States",39.786013463720394,-84.2258596279023
L53 02904 0069,1,1,Residential Electrical Permit,0,2026-06-09,2026-06-09,"1026 HUFFMAN AVE, DAYTON OH 45403-2906 United States",39.75813510893762,-84.15111369394491
L53 02905 0013,1,1,Commercial Electrical Permit,0,2026-04-13,2026-04-13,"1901 S GETTYSBURG AVE, DAYTON OH 45417-4160 United States",39.72703990647095,-84.25422415913177
L53 02911 0075,1,1,Residential Electrical Permit,0,2026-04-20,2026-04-20,"2717 E FOURTH ST, APT/UNIT 1, DAYTON OH 45403-2113 United States",39.76384721810373,-84.15337338990709
L53 02912 0034,1,1,Residential Electrical Permit,0,2026-01-14,2026-01-14,"2720 Philadelphia DR, DAYTON OH 45405-1910",39.79690228787476,-84.23354769195564
L53 02912 0069,1,1,Residential Mechanical Permit,0,2026-05-20,2026-05-20,"109 RINGGOLD ST, DAYTON OH 45403 United States",39.76085653238708,-84.16849391698412
L53 16510 0038,1,1,Residential Electrical Permit,0,2026-06-01,2026-06-01,"105 FERNWOOD AVE, DAYTON OH 45405-2620 United States",39.794089378267714,-84.21161540883868
L54 00404 0029,1,1,Residential Electrical Permit,0,2026-01-06,2026-01-06,"430 LEXINGTON AVE, DAYTON OH 45402-6046 United States",39.7677421392722,-84.22068538960585
L54 00408 0038,1,1,Commercial Electrical Permit,0,2026-04-21,2026-04-21,"1 WYOMING ST, DAYTON OH 45409 United States",39.745718250758195,-84.1865388265835
L54 00408 0062,4,4,Residential Building Permit,167575,2026-01-20,2026-04-16,"3249 ZEPHYR DR, DAYTON OH 45414-5458 United States",39.79565122626251,-84.20166926640945
L54 00408 0063,2,2,Residential Electrical Permit,0,2026-04-29,2026-06-11,"231 N BROADWAY ST, DAYTON OH 45402 United States",39.75858560757862,-84.21491195272893
L54 00408 0065,1,1,Residential Electrical Permit,0,2026-06-04,2026-06-04,"65 E MAPLEWOOD AVE, DAYTON OH 45405-2834 United States",39.79220235873383,-84.21241142004875
L54 00408 0068,4,4,Residential Building Permit,167575,2026-02-10,2026-05-06,"617 MIAMI CHAPEL RD, DAYTON OH 45417",39.73823717931981,-84.20538206140704
L54 00408 0070,3,3,Residential Electrical Permit,0,2026-02-05,2026-04-16,"333 WHITMORE AVE, DAYTON OH 45417-1363 United States",39.75231321379161,-84.26492430781637
L54 00408 0083,1,1,Residential Electrical Permit,0,2026-06-29,2026-06-29,"2902 E FIFTH ST, DAYTON OH 45403-2642 United States",39.76167819108658,-84.15355671748634
L54 00408 0085,4,4,Residential Building Permit,151400,2026-02-23,2026-04-22,"4503 BLUE IRIS DR, DAYTON OHIO 45404",39.79138603470967,-84.2128410246012
L54 00408 0088,1,1,Residential Electrical Permit,0,2026-02-02,2026-02-02,"1402 W RIVERVIEW AVE, DAYTON OH 45402-6217 United States",39.7621676956491,-84.2175377895048
L54 00408 0090,1,1,Residential Electrical Permit,0,2026-04-13,2026-04-13,"747 HECK AVE, DAYTON OH 45417-4640 United States",39.73735414013277,-84.20793893599702
L54 00601 0001,2,2,Residential Electrical Permit,0,2026-01-30,2026-05-12,"2804 WINBURN AVE, DAYTON OH 45420-2260 United States",39.727626095965924,-84.14860272905734
L54 00601 0006,1,1,Residential Mechanical Permit,0,2026-04-20,2026-04-20,"4809 AVOCET CT, DAYTON OH 45424-4550 United States",39.822922875180886,-84.1125727988802
L55 02702 0044,4,4,Residential Building Permit,93000,2026-02-18,2026-04-24,"4513 CARDINAL FLOWER, DAYTON OHIO 45404",39.771709213350114,-84.21193022910484
L55 02711 0001,1,1,Residential Electrical Permit,0,2026-06-15,2026-06-15,"402 QUITMAN ST, DAYTON OH 45410 United States",39.74949534937588,-84.17188933764288
L55 02711 0043,1,1,Residential Electrical Permit,0,2026-01-07,2026-01-07,"2416 GREENWAY ST, DAYTON OH 45417-1654 United States",39.754839720558785,-84.24550389500966
L55 02802 0036,1,1,Residential Electrical Permit,0,2026-02-12,2026-02-12,"1530 DIETZEN ST, DAYTON OH 45417-4635 United States",39.7355250562021,-84.2141570717737
L55 02804 0031,1,1,Residential Electrical Permit,0,2026-03-17,2026-03-17,"506 BURKHARDT AVE, DAYTON OH 45403-2708 United States",39.76071776703882,-84.14748224649992
L55 02809 0021,1,1,Residential Electrical Permit,0,2026-05-15,2026-05-15,"5408 FLICKER WAY, DAYTON OH 45424-4526 United States",39.81823144713827,-84.10730835341074
M58 00114 0010,1,1,Residential Mechanical Permit,0,2026-02-27,2026-02-27,"839 MANHATTAN AVE, DAYTON OH 45406-5139 United States",39.774005926662284,-84.21147069759459
M58 00208 0030,1,1,Residential Electrical Permit,0,2026-06-30,2026-06-30,"321 Nassau ST, DAYTON OH 45410-1930",39.75016853114298,-84.16512193283359
M58100503 0004,1,1,Commercial Electrical Permit,0,2026-03-03,2026-03-03,"416 E Third ST, DAYTON OH 45402-2117",39.760120368954865,-84.18575250375768
M60 03004 0066,1,1,Residential Gas Permit,0,2026-03-09,2026-03-09,"1431 KINGSLEY AVE, DAYTON OH 45406-4222 United States",39.77330438742865,-84.24281375705358
M60 03102 0076,1,1,Residential Mechanical Permit,0,2026-01-20,2026-01-20,"196 ALTON AVE, DAYTON OH 45404",39.777836386643266,-84.16954029961872
M60 03102 0107,1,1,Residential Water Permit,0,2026-03-13,2026-03-13,"4679 NATIONAL RD, CLAYTON OH 45315",39.87432198691427,-84.34305953328031
M60 03107 0078,1,1,Residential Electrical Permit,0,2026-06-15,2026-06-15,"51 CAMBRIDGE AVE, DAYTON OH 45406-5002 United States",39.770276535222294,-84.21469894264067
M60 03201 0213,1,1,Residential Water Permit,0,2026-03-23,2026-03-23,"7751 CILANTRO WAY, CLAYTON OH 45315",39.85926751368673,-84.343852743495
M60 03207 0143,1,1,Residential Sewer Permit,0,2026-01-22,2026-01-22,"5007 WILLOW RD, CLAYTON OH 45315 United States",39.83626764313081,-84.31401938138899
M60 16324 0001,1,1,Residential Water Permit,0,2026-02-13,2026-02-13,"5750 DILL BLVD, CLAYTON OH 45315",39.86135473142298,-84.34317981905612
M60 19102 0009,1,1,Residential Mechanical Permit,0,2026-02-03,2026-02-03,"2255 CATALPA DR, DAYTON OH 45406-3003 United States",39.7888089568186,-84.2260285528936
M60 25013 0014,1,1,Residential Electrical Permit,0,2026-01-23,2026-01-23,"2020 ELSMERE AVE, DAYTON OH 45406-4431 United States",39.784084161002326,-84.23005038355096
M60 25206 0011,1,1,Residential Electrical Permit,0,2026-02-26,2026-02-26,"118 CHURCH ST, DAYTON OH 45410 United States",39.75352516352401,-84.1667674015205
M60 25315 0005,2,2,Residential Electrical Permit,0,2026-01-13,2026-04-28,"120 Shannon ST, DAYTON OH 45402-8332",39.794850382453916,-84.21758205532502
O67 03601 0101,1,1,Residential Electrical Permit,0,2026-06-18,2026-06-18,"2112 S SMITHVILLE RD, DAYTON OH 45420-2806 United States",39.736785321439896,-84.14026247557489
O67 03603 0022,1,1,Residential Building Permit,830000,2026-04-27,2026-04-27,"1306 XENIA AVE, DAYTON OH 45410-2413 United States",39.75276948720128,-84.1577279281444
O67 03603 0026,1,1,Residential Mechanical Permit,0,2026-02-02,2026-02-02,"836 GREENMOUNT BLVD, DAYTON OH 45419-2840 United States",39.71727958941658,-84.15561843720819
O67 03604 0136,1,1,Residential Gas Permit,0,2026-01-16,2026-01-16,"1520 KUMLER AVE, DAYTON OH 45406-5933 United States",39.77590204432221,-84.22334230762583
O67 03605 0037,1,1,Commercial Electrical Permit,0,2026-05-07,2026-05-07,"2800 Guthrie RD, DAYTON OH 45417-6725",39.72568431711716,-84.23053579531195
O67 03605 0162,2,2,Residential Building Permit,15000,2026-04-06,2026-04-30,"4504 Cardinal Flower DR, Miamisburg OH 45342",39.7518884393611,-84.15673231686507
O67 03606 0008,1,1,Commercial Building Permit,0,2026-03-25,2026-03-25,"700 MOUNT CREST CT, DAYTON OH 45403-1519 United States",39.77626341323972,-84.13776867085473
O67 03606 0013,1,1,Commercial Building Permit,0,2026-04-24,2026-04-24,"1 SPECIALTY PL, DAYTON OH 45417-4601 United States",39.73788869346826,-84.20931779312778
O67 03606 0083,2,2,Commercial Electrical Permit,0,2026-02-25,2026-03-03,"623 CLIFTON DR, DAYTON OH 45417-3268 United States",39.743435629932655,-84.23409943292467
O67 03607 0043,4,2,Commercial Gas Permit,0,2026-03-31,2026-06-08,"17 E Fourth ST, DAYTON OH 45402-2101",39.75845352805611,-84.19070706511039
O67 03607 0181,2,1,Commercial Mechanical Permit,0,2026-04-10,2026-06-02,"40 S Main ST, DAYTON OH 45402",39.75858596717528,-84.19123324009236
O67 03607 0188,1,1,Commercial Mechanical Permit,0,2026-06-02,2026-06-02,"40 S Main ST, DAYTON OH 45402",39.75858596717528,-84.19123324009236
O67 03707 0045,1,1,Residential Mechanical Permit,0,2026-05-18,2026-05-18,"249 PARK DR, DAYTON OH 45410-1315 United States",39.74799310835851,-84.17689724967236
O67 03709 0009,1,1,Residential Building Permit,125000,2026-01-14,2026-01-14,"4238 WEEPING WILLOW DR, DAYTON OH 45404 United States",,
O67 03709 0033,1,1,Residential Gas Permit,0,2026-02-26,2026-02-26,"37 MELWOOD AVE, DAYTON OH 45417-1401 United States",39.750223677749226,-84.25451623352821
O67 03710 0026,1,1,Commercial Mechanical Permit,0,2026-06-02,2026-06-02,"40 S Main ST, DAYTON OH 45402",39.75858596717528,-84.19123324009236
O67 03710 0030,1,1,Residential Electrical Permit,0,2026-05-01,2026-05-01,"717 MEREDITH ST, DAYTON OH 45402-6342 United States",39.76306211272712,-84.21290612812601
O67 03710 0041,1,1,Residential Electrical Permit,0,2026-04-21,2026-04-21,"217 REISINGER AVE, DAYTON OH 45417-2316 United States",39.75748913456572,-84.2333391752797
O67 03710 0098,1,1,Commercial Mechanical Permit,0,2026-03-24,2026-03-24,"4389 W Third ST, DAYTON OH 45402",39.74883602212424,-84.25842266317747
O67 03710 0112,1,1,Commercial Mechanical Permit,0,2026-06-02,2026-06-02,"40 S Main ST, DAYTON OH 45402",39.75858596717528,-84.19123324009236
O67 03710 0136,2,2,Commercial Building Permit,0,2026-03-27,2026-05-28,"821 WHITMORE AVE, DAYTON OH 45417-1166 United States",39.7601606956847,-84.26511595957346
O67 03712 0050,1,1,Residential Electrical Permit,0,2026-01-23,2026-01-23,"302 LEXINGTON AVE, DAYTON OH 45402-6044 United States",39.76776916800765,-84.21809927635317
O67 03712 0064,1,1,Residential Electrical Permit,0,2026-02-10,2026-02-10,"5429 FAIR VALLEY RD, DAYTON OH 45414-2948 United States",39.82640632338801,-84.21167284354097
O67 03712 0074,1,1,Residential Mechanical Permit,0,2026-04-09,2026-04-09,"2808 N MAIN ST, DAYTON OH 45405",39.790710962995995,-84.21375338828105
O67 03802 0001,1,1,Residential Mechanical Permit,0,2026-06-03,2026-06-03,"51 CLIFF ST, DAYTON OH 45405-2805 United States",39.792671493803056,-84.2169338961582
O67 03802 0035,1,1,Residential Building Permit,12000,2026-05-04,2026-05-04,"951 W THIRD ST, DAYTON OH 45402 United States",,
O67 03803 0165,1,1,Residential Electrical Permit,0,2026-02-24,2026-02-24,"44 E BURTON AVE, DAYTON OH 45405 United States",39.77946096871637,-84.20344107078056
O67 03803 0167,1,1,Residential Building Permit,130000,2026-04-23,2026-04-23,"4620 Blue Iris Dr., DAYTON OH",,
O67 03803 0178,1,1,Residential Building Permit,40000,2026-05-05,2026-05-05,"143 E Parkwood DR, DAYTON OH 45405-3426",39.78819653729337,-84.20863395415374
O67 03805 0004,1,1,Residential Mechanical Permit,0,2026-05-05,2026-05-05,"301 ROCKWOOD AVE, DAYTON OH 45405-4305 United States",39.773460489331704,-84.20670682300947
O67 03807 0171,1,1,Residential Electrical Permit,0,2026-04-13,2026-04-13,"4605 SAINT JAMES AVE, DAYTON OH 45406-2324 United States",39.78910238890406,-84.25942847564595
O67 03807 0178,1,1,Residential Building Permit,1200000,2026-04-13,2026-04-13,"4507 Cardinal Flower DR, DAYTON OH 45404",,
O67 03808 0048,1,1,Residential Electrical Permit,0,2026-01-22,2026-01-22,"238 S GETTYSBURG AVE, DAYTON OH 45417-1931 United States",39.74565094611805,-84.25274351415298
O67 03810 0034,1,1,Residential Electrical Permit,0,2026-06-12,2026-06-12,"49 PARNELL AVE, DAYTON OH 45403-3022 United States",39.75677240338262,-84.14765225150596
O67 03810 0115,1,1,Residential Mechanical Permit,0,2026-01-22,2026-01-22,"20 FAIRGROUND AVE, DAYTON OH 45409 United States",39.7420790356066,-84.18622670419985
O67 03811 0029,2,2,Commercial Electrical Permit,0,2026-05-01,2026-06-02,"330 W SECOND ST, DAYTON OH 45422-4999 United States",39.759828634862885,-84.19775974825204
O67 03811 0061,1,1,Residential Building Permit,35000,2026-05-04,2026-05-04,"943 W THIRD ST, DAYTON OH 45402 United States",39.756620253766386,-84.2105391802679
O67 03813 0184,1,1,Residential Electrical Permit,0,2026-01-06,2026-01-06,"19 STONEMILL RD, DAYTON OH 45409-2526 United States",39.735843990172604,-84.18465329506739
O67 03813 0214,84,4,Residential Electrical Permit,0,2026-01-02,2026-06-02,"1064 PATTERSON RD, DAYTON OH 45420-1522 United States",39.72320655478366,-84.14968587717475
O67 03814 0002,1,1,Commercial Electrical Permit,0,2026-03-27,2026-03-27,"1570 WOODMAN DR, APT/UNIT 204, DAYTON OH 45432-3335 United States",39.73526582562707,-84.12123908622343
O67 03814 0149,1,1,Residential Electrical Permit,0,2026-01-14,2026-01-14,"317 ILLINOIS AVE, DAYTON OH 45410-2037 United States",39.74117559963359,-84.16341326247726
O67 03814 0171,2,2,Residential Building Permit,25000,2026-03-26,2026-04-01,"4492 CARDINAL FLOWER DR, DAYTON OH 45404",39.80012734476191,-84.21611740819318
O67 03814 0176,1,1,Residential Electrical Permit,0,2026-06-24,2026-06-24,"17 VALLEY VIEW DR, DAYTON OH 45405-3242 United States",39.7854037644522,-84.21883127268993
O67 03814 0188,1,1,Commercial Electrical Permit,0,2026-04-21,2026-04-21,"544 BRANDT ST, APT/UNIT B, DAYTON OH 45404-2293 United States",39.78431813321521,-84.16085255117169
O67 03814 0194,4,4,Residential Building Permit,315000,2026-02-16,2026-06-01,"321 Nassau ST, DAYTON OH 45410-1930",39.75016853114298,-84.16512193283359
O67 03814 0195,2,2,Residential Building Permit,315000,2026-06-12,2026-06-18,"602 W FAIRVIEW AVE, DAYTON OH 45405-3206 United States",39.7861683641504,-84.22224032360336
O67 03814 0198,2,2,Residential Electrical Permit,0,2026-03-04,2026-06-22,"39 ROCKWOOD AVE, DAYTON OH 45405-4421 United States",39.77036960042512,-84.20626820134636
O67 03814 0199,4,4,Residential Building Permit,354000,2026-01-21,2026-05-14,"200 CAMBRIDGE AVE, DAYTON OH 45402",39.779692371498555,-84.21541826325496
O67 03814 0202,2,2,Residential Electrical Permit,0,2026-03-05,2026-06-30,"2539 BAYWOOD ST, DAYTON OH 45406-1410 United States",39.794302941401064,-84.25650580356078
