name,publisher,source_owner,theme,geography,granularity,access,cadence,formats,key_fields,records,updated,housing_relevant,queryable,capabilities,priority,current_use_state,desired_use_state,url,item_page,notes
Issue 9_PreSchool Promise Schools,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2017-08-22,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Issue_9_PreSchool_Promise_Schools/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=65268946f7384a1a912332dfd5455944,Issue 9-PreSchool Promise School Locations
Issue_9_Neighborhood_Boundary,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),geography/reference,City of Dayton,neighborhood,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,67,2017-08-23,Y,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Issue_9_Neighborhood_Boundary/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=bdc7cba3539846789da089ecca7f74a5,Issue 9 Neighborhood Boundary
Issue_9_Park_Upgrade,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),geography/reference,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-10,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Issue_9_Park_Upgrade/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=e8b29a263c1445bc88915e48ebe3b17d,Issue 9 Park Upgrade Locations
Issue_9_Preschool Promise School Locations,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2017-09-28,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Issue_9_Preschool_Promise_School_Locations/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=4b5d44dfb3964c50a5d1bf64dd936430,Issue 9 Preschool Promise School Locations
Issue_9_Resurfacing_Centerline,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),geography/reference,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-01-22,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Issue_9_Resurfacing_Centerline/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=945996c4352b4fbfb6617fc9a635e930,Issue 9 Street Resurfacing Centerline
Issue_9_Vacant_Mowing,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),vacancy,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,7457,2017-10-25,Y,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Issue_9_Vacant_Mowing/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=b1e2f3e5e9a9447081a0b6c9cc380d6e,Issue 9 Vacant Mowing Results
Issue_9_Vacant_Mowing_2018,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),vacancy,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,6027,2018-10-22,Y,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Issue_9_Vacant_Mowing_2018/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=70eac8366869459d89f394d05b72ae8e,Issue 9 Vacant Mowing Results
Issue_9_Vacant_Mowing_2019,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),vacancy,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,5182,2019-12-19,Y,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Issue_9_Vacant_Mowing_2019/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=197987c6f29144c0a5cccb181c941a39,Issue 9 Vacant Mowing Results
Issue_9_Vacant_Mowing_2020,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),vacancy,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,7640,2020-08-06,Y,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Issue_9_Vacant_Mowing_2020/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=74bc3ac6b72b4d57b7622fbd37c23e24,Issue 9 Vacant Mowing Results
Issue_9_Vacant_Mowing_2021,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),vacancy,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,7640,2021-06-16,Y,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Issue_9_Vacant_Mowing_2021/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=5aeb6075ee52464fac934c4638b9d0e2,Issue 9 Vacant Mowing Results
J_McGee,City of Dayton,Frank.Boateng_DaytonOhio (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-01-19,,N,Token Required,,,,https://maps.daytonohio.gov/server/rest/services/PublicWorks/J_McGee/MapServer,https://daytonohio.maps.arcgis.com/home/item.html?id=e3ac2139e293449db3303529dacbcc86,Trail
James McGee Blvd Trail True Ortho,City of Dayton,Frank.Boateng_DaytonOhio (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2023-12-22,,N,"Map,TilesOnly,Tilemap",,,,https://tiles.arcgis.com/tiles/3dDB2Kk6kuA2gIGw/arcgis/rest/services/James_McGee_Blvd_Trail_True_Ortho/MapServer,https://daytonohio.maps.arcgis.com/home/item.html?id=bfcbaaa2097f4b338a5984013fbc9bef,True Ortho
LCRR/LCRR_Data,City of Dayton,City of Dayton GIS,,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS FeatureServer,,2 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/LCRR/LCRR_Data/FeatureServer,https://maps.daytonohio.gov/gisservices/rest/services,
LCRR/LCRR_Data,City of Dayton,City of Dayton GIS,,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,2 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/LCRR/LCRR_Data/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
LCRR/LCRR_FieldVerificationCoordination,City of Dayton,City of Dayton GIS,,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,1 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/LCRR/LCRR_FieldVerificationCoordination/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
LCRR/Public_Private_Tracking,City of Dayton,City of Dayton GIS,,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS FeatureServer,,0 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/LCRR/Public_Private_Tracking/FeatureServer,https://maps.daytonohio.gov/gisservices/rest/services,
LCRR/Public_Private_Tracking,City of Dayton,City of Dayton GIS,,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,0 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/LCRR/Public_Private_Tracking/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
LCRR/Public_Service_Connections,City of Dayton,City of Dayton GIS,,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,1 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/LCRR/Public_Service_Connections/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
Lead Copper Rule Revision - Customer Identification,City of Dayton,emma.jewell (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-06-16,Y,Y,"Create,Delete,Query,Update,Editing,Extract,Sync",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/survey123_219e7a557141404cb68f43044e7e6d39/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=86e2bc07d5414a729e0141f61c84836a,
Lead Copper Rule Revision - Customer Identification_form,City of Dayton,emma.jewell (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-07-02,,N,"Create,Editing",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/survey123_219e7a557141404cb68f43044e7e6d39_form/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=d39914bff55543e98f3a630281987316,
Lead Copper Rule Revision - Customer Identification_results,City of Dayton,emma.jewell (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-07-02,Y,Y,"Query,Extract",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/survey123_219e7a557141404cb68f43044e7e6d39_results/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=8b09481943f540898579cfdadc73bf97,
Leaf Collection View,City of Dayton,Frank.Boateng_DaytonOhio (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2021-11-01,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Leaf_Collection_1/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=bda15e583fcd4fb0a3974990d94bec32,Leaf Collection
Litter container,City of Dayton,Frank.Boateng_DaytonOhio (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-07-03,,Y,"Create,Delete,Query,Update,Editing,Extract,Sync",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Litter_container/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=2158692243e54cdea8cead229b4fbf17,Litter Container
Living City Project_form,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),investment/projects,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-04-23,,N,"Create,Editing",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/survey123_7e1d7694363b47a2930994443f38194c_form/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=2df59682d92648cb9b39f62e70db4c54,
Living City Project_results,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),investment/projects,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-04-23,,Y,"Query,Extract",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/survey123_7e1d7694363b47a2930994443f38194c_results/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=99d3bab7d497404f960faceca7afe216,
Load Ticket_fieldworker,City of Dayton,Frank.Boateng_DaytonOhio (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2019-09-24,,Y,"Create,Query,Update,Editing,Sync",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/survey123_09d6152aa014435fb89586dfb050598e_fieldworker/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=40b94040168b4aaf9dbfdd0981efed60,
LWV Membership,City of Dayton,Jennifer.Hanauer (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-10-29,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/LWV_Membership/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=57d0283a3dc541c982d5f301d5d0b008,"League of Women Voters of the Greater Dayton Area membership as of October 20, 2025"
MapLayers_Testing,City of Dayton,City of Dayton GIS,,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),ArcGIS MapServer,,11 layers,,,,,,,,https://maps.daytonohio.gov/gisservices/rest/services/MapLayers_Testing/MapServer,https://maps.daytonohio.gov/gisservices/rest/services,
MediationResponseUnit_CFS2,City of Dayton,GIS-Scripts (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-08-01,,Y,"Query,Extract",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/MediationResponseUnit_CFS2/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=54ac183c269b47cb93a242fef2a67945,
MediationResponseUnit_CFS_Units,City of Dayton,GIS-Scripts (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-08-01,,Y,"Query,Extract",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/MediationResponseUnit_CFS_Units/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=d99f55800e7844a2b95f15fd2ab8ca47,
NATO_Focus_Area,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2025-07-03,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/NATO_Focus_Area/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=9533e5be6c9d4fb6b2a8c1be39f1aff0,
Neighborhood,City of Dayton,Frank.Boateng_DaytonOhio (City of Dayton GIS / PND),geography/reference,City of Dayton,neighborhood,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,66,2020-06-06,Y,Y,"Create,Delete,Query,Update,Editing,Sync",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Neighborhood/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=09a4269567a94bd19a54bb8dbbdff754,Neighborhood
Neighborhood_Profile,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),geography/reference,City of Dayton,neighborhood,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,65,2021-08-03,Y,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Neighborhood_Profile/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=fd3ba401ab5b4a7faa5d4ac5d68c6055,Neighborhood boundary layer used for lineindayton.org map
Neighbourhood_Latest,City of Dayton,Frank.Boateng_DaytonOhio (City of Dayton GIS / PND),,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2024-02-23,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Neighbourhood_Latest/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=b91e32e6015d4018b23cf2566bec956b,Feature layer generated from Enrich layer
Nuisance Map 10.24,City of Dayton,Ken.Jackson_DaytonOhio (City of Dayton GIS / PND),code enforcement,City of Dayton,parcel,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,1752,2026-06-01,Y,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/FinalJoinedSHP/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=3471348679484cb39c6491a326f25e22,
Nusance_Parcels_Feb_2021,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),ownership/transfers,City of Dayton,parcel,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,1031,2021-11-30,Y,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/Nusance_Parcels_Feb_2021/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=8b5547a4b4da4cfe9daee9218da4f6b2,Nusance parcels within Dayton
OfficerInvolvedShooting,City of Dayton,barnold_Dayton_OH (City of Dayton GIS / PND),public safety,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2021-04-12,,Y,Query,,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/OfficerInvolvedShooting/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=8f26093fc67b43b5beb34bdfe00208dc,Officer Involved Shooting
OfficerInvolvedShooting OpenData,City of Dayton,Richard.Bailey@DaytonOhio.gov (City of Dayton GIS / PND),public safety,City of Dayton,,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2020-10-12,,Y,"Map,Query,Data",,,,https://maps.daytonohio.gov/gisservices/rest/services/OpenData/OfficerInvolvedShooting_OpenData/MapServer,https://daytonohio.maps.arcgis.com/home/item.html?id=c4478fd05e214b2c9bf0e573747cac93,No Data
OfficerInvolvedShooting2,City of Dayton,GIS-Scripts (City of Dayton GIS / PND),public safety,City of Dayton,jurisdiction/county,"Public — ArcGIS REST API, no auth",live service (verify),"ArcGIS FeatureServer/MapServer; GeoJSON, CSV, Shapefile export",,,2026-08-01,,Y,"Query,Extract",,,,https://services2.arcgis.com/3dDB2Kk6kuA2gIGw/arcgis/rest/services/OfficerInvolvedShooting2/FeatureServer,https://daytonohio.maps.arcgis.com/home/item.html?id=a28655141c254dc491a9d3f395880c5f,Officer Involved Shooting
